"dialogue","personality","type","labels"
"Innocent: Hi, who is this? Suspect: Hello, this is Officer Davis calling from the Federal Legal Bureau. We are issuing an urgent notice regarding an active warrant for your arrest due to unpaid regulatory penalties. Innocent: Federal Legal Bureau? I've never heard of that agency. Are you sure this is for me? Suspect: You can avoid immediate arrest by settling the legal fine right now using an encrypted electronic voucher transfer. Innocent: How do you pay a legal fine with a voucher? This makes no sense.","confused","legal","0"
"Innocent: Hello, speaking. Suspect: Hello, this is Officer Davis calling from the Federal Legal Bureau. We are issuing an urgent notice regarding an active warrant for your arrest due to unpaid regulatory penalties. Innocent: Yeah, look, I'm at work right now. Can you call back later or leave a message? Suspect: You can avoid immediate arrest by settling the legal fine right now using an encrypted electronic voucher transfer. Innocent: Too complicated, goodbye.","distracted","legal","0"
"Innocent: Hello, speaking. Suspect: Hello, this is Officer Davis calling from the Federal Legal Bureau. We are issuing an urgent notice regarding an active warrant for your arrest due to unpaid regulatory penalties. Innocent: Unpaid penalties? I pay my taxes every single year. Is there a mistake in your files? Suspect: You can avoid immediate arrest by settling the legal fine right now using an encrypted electronic voucher transfer. Innocent: How do you pay a legal fine with a voucher? This makes no sense.","confused","legal","0"
"Innocent: Hi, who is this? Suspect: Hi, this is Express Parcel Logistics. We have a premium international shipment for you, but the house number on the customs form is completely unreadable. Innocent: Let me guess, a rich uncle left me a gold mine and sent it via express mail? Fantastic. Suspect: I just need you to confirm your full street address and date of birth so I can update the customs digital portal. Innocent: Sure, and while I'm at it, do you want the keys to my house too? Goodbye.","sarcastic","delivery","0"
"Innocent: Good afternoon. Suspect: Congratulations! This is Horizon Luxury Resorts. Your number was selected to receive an all-inclusive 5-star vacation package to the Bahamas or Cancún! Innocent: Too tired for a vacation. The packing alone sounds exhausting. No thanks. Suspect: To claim your holiday voucher and lock in the dates, we just require a small promotional deposit of $99 today. Innocent: Not interested. Too tired to reach for my wallet.","tired","travel","0"
"Innocent: Hello, speaking. Suspect: Hi, this is Marcus from the Security Department at CryptoGlobal. We noticed an unauthorized login attempt from an unknown IP address. Innocent: If my funds are safe, can you upgrade me to the premium high-yield tier for the trouble? Suspect: To confirm your identity and secure the account, I just need you to verify the 6-digit verification code I sent to your mobile phone right now. Innocent: Only if you promise to deposit the loyalty bonus first.","greedy","finance","0"
"Innocent: Hello. Suspect: Hello, this is Jonathan from the Cloud OS Support Core. Our servers indicate your computer is generating critical system errors and might crash completely. Innocent: Can we do this another lifetime? I'm exhausted. Bye. Suspect: Yes, we need to guide you to download a secure maintenance utility from our website to fix the registry errors immediately. Innocent: Too much work. I'll buy a new computer instead. Bye.","tired","tech_support","0"
"Innocent: Good afternoon. Suspect: Hello, this is Officer Davis calling from the Federal Legal Bureau. We are issuing an urgent notice regarding an active warrant for your arrest due to unpaid regulatory penalties. Innocent: Please don't send the police! I have children here! How can I fix this immediately? Suspect: You can avoid immediate arrest by settling the legal fine right now using an encrypted electronic voucher transfer. Innocent: Vouchers? That sounds like a scam... I'm hanging up to call my lawyer.","anxious","legal","0"
"Innocent: Hi, who is this? Suspect: Congratulations! This is Horizon Luxury Resorts. Your number was selected to receive an all-inclusive 5-star vacation package to the Bahamas or Cancún! Innocent: I didn't enter any contest! Take me off your spam list immediately! Suspect: To claim your holiday voucher and lock in the dates, we just require a small promotional deposit of $99 today. Innocent: I knew it! A total scam. Goodbye!","aggressive","travel","0"
"Innocent: Hello, speaking. Suspect: Hi, this is Express Parcel Logistics. We have a premium international shipment for you, but the house number on the customs form is completely unreadable. Innocent: Is it a valuable item? If it's a luxury product, I'll happily give you my address and pay a bonus! Suspect: I just need you to confirm your full street address and date of birth so I can update the customs digital portal. Innocent: Only if the package contains something worth more than a thousand dollars.","greedy","delivery","0"
"Innocent: Hello, speaking. Suspect: Hello, this is Jonathan from the Cloud OS Support Core. Our servers indicate your computer is generating critical system errors and might crash completely. Innocent: I'm checking out at the grocery store right now. Can this wait an hour? Suspect: Yes, we need to guide you to download a secure maintenance utility from our website to fix the registry errors immediately. Innocent: Can't talk now. Bye.","distracted","tech_support","0"
"Innocent: Good afternoon. Suspect: Hi, this is Express Parcel Logistics. We have a premium international shipment for you, but the house number on the customs form is completely unreadable. Innocent: Interesting. Which local carrier handles your last-mile distribution network? Suspect: I just need you to confirm your full street address and date of birth so I can update the customs digital portal. Innocent: Your delivery protocol violates data privacy standards. I'll contact customs directly.","curious","delivery","0"
"Innocent: Hi, who is this? Suspect: Hi, this is Marcus from the Security Department at CryptoGlobal. We noticed an unauthorized login attempt from an unknown IP address. Innocent: CryptoGlobal? I don't remember opening an account there. Are you sure you have the right person? Suspect: To confirm your identity and secure the account, I just need you to verify the 6-digit verification code I sent to your mobile phone right now. Innocent: I don't see any code. Everything is spinning. I'm hanging up.","confused","finance","0"
"Innocent: Good afternoon. Suspect: Hello, this is Jonathan from the Cloud OS Support Core. Our servers indicate your computer is generating critical system errors and might crash completely. Innocent: Thank you for the warning. I'll have our local IT department take a look at it this afternoon. Suspect: Yes, we need to guide you to download a secure maintenance utility from our website to fix the registry errors immediately. Innocent: No, thank you. I appreciate your support. Have a wonderful day.","polite","tech_support","0"
"Innocent: Hello, speaking. Suspect: Hello, this is Officer Davis calling from the Federal Legal Bureau. We are issuing an urgent notice regarding an active warrant for your arrest due to unpaid regulatory penalties. Innocent: This is a scare tactic. I'm going to hang up and verify this with the actual police department. Suspect: You can avoid immediate arrest by settling the legal fine right now using an encrypted electronic voucher transfer. Innocent: Government agencies never accept electronic vouchers. Fake badge, fake call. Goodbye.","skeptical","legal","0"
"Innocent: Hi, who is this? Suspect: Hello, this is Officer Davis calling from the Federal Legal Bureau. We are issuing an urgent notice regarding an active warrant for your arrest due to unpaid regulatory penalties. Innocent: Which federal district court handled the authorization for this warrant? Suspect: You can avoid immediate arrest by settling the legal fine right now using an encrypted electronic voucher transfer. Innocent: Vouchers are not a valid legal tender for government fine structures. I am reporting this line.","curious","legal","0"
"Innocent: Hello. Suspect: Hello, this is Jonathan from the Cloud OS Support Core. Our servers indicate your computer is generating critical system errors and might crash completely. Innocent: I'm checking out at the grocery store right now. Can this wait an hour? Suspect: Yes, we need to guide you to download a secure maintenance utility from our website to fix the registry errors immediately. Innocent: Can't talk now. Bye.","distracted","tech_support","0"
"Innocent: Hello, speaking. Suspect: Hello, this is Jonathan from the Cloud OS Support Core. Our servers indicate your computer is generating critical system errors and might crash completely. Innocent: My grandson set up my computer. I have no idea what system errors are. Suspect: Yes, we need to guide you to download a secure maintenance utility from our website to fix the registry errors immediately. Innocent: Download? Website? I don't know how to do any of that.","confused","tech_support","0"
"Innocent: Good afternoon. Suspect: Congratulations! This is Horizon Luxury Resorts. Your number was selected to receive an all-inclusive 5-star vacation package to the Bahamas or Cancún! Innocent: I don't understand. How did you get my name if I didn't enter a lottery? Suspect: To claim your holiday voucher and lock in the dates, we just require a small promotional deposit of $99 today. Innocent: If it's free, why do I have to pay ninety-nine dollars? I don't get it.","confused","travel","0"
"Innocent: Yes, hello? Suspect: Congratulations! This is Horizon Luxury Resorts. Your number was selected to receive an all-inclusive 5-star vacation package to the Bahamas or Cancún! Innocent: All-inclusive? Does that include top-shelf drinks, private jet options, and a spa credit? Suspect: To claim your holiday voucher and lock in the dates, we just require a small promotional deposit of $99 today. Innocent: Make it free or I'm telling my corporate friends to boycott your resort.","greedy","travel","0"
"Innocent: Hello. Suspect: Hi, this is Express Parcel Logistics. We have a premium international shipment for you, but the house number on the customs form is completely unreadable. Innocent: Interesting. Which local carrier handles your last-mile distribution network? Suspect: I just need you to confirm your full street address and date of birth so I can update the customs digital portal. Innocent: Your delivery protocol violates data privacy standards. I'll contact customs directly.","curious","delivery","0"
"Innocent: Good afternoon. Suspect: Hi, this is Marcus from the Security Department at CryptoGlobal. We noticed an unauthorized login attempt from an unknown IP address. Innocent: Too exhausted for this. Deal with it tomorrow. Goodbye. Suspect: To confirm your identity and secure the account, I just need you to verify the 6-digit verification code I sent to your mobile phone right now. Innocent: Not checking my phone now. Goodbye.","tired","finance","0"
"Innocent: Hello. Suspect: Hi, this is Marcus from the Security Department at CryptoGlobal. We noticed an unauthorized login attempt from an unknown IP address. Innocent: Wait, what login? I don't even know how to use a computer properly. Suspect: To confirm your identity and secure the account, I just need you to verify the 6-digit verification code I sent to your mobile phone right now. Innocent: I don't see any code. Everything is spinning. I'm hanging up.","confused","finance","0"
"Innocent: Yes, hello? Suspect: Hello, this is Officer Davis calling from the Federal Legal Bureau. We are issuing an urgent notice regarding an active warrant for your arrest due to unpaid regulatory penalties. Innocent: Which federal district court handled the authorization for this warrant? Suspect: You can avoid immediate arrest by settling the legal fine right now using an encrypted electronic voucher transfer. Innocent: Vouchers are not a valid legal tender for government fine structures. I am reporting this line.","curious","legal","0"
