dialogue,personality,type,labels
"Innocent: Hello. Suspect: Hello, Mr. Davis. This is a call from the post office. We have a certified letter for you. Innocent: I'm not expecting any certified letter. Suspect: It's from the court system. Innocent: The court? I haven't been involved in anything. Are you sure it's for me? Suspect: It's addressed to Mr. John Davis at this address. Innocent: That's me, but I don't know why the court would send me anything. Suspect: You'll need to pick it up to find out. Innocent: I'll come by later. Thank you.",confused,service,0
"Innocent: Hello. Suspect: Hi, this is Karen from the local bakery. We're calling about your wedding cake order. Innocent: I'm not getting married. This is the wrong number. Suspect: Oh, I'm so sorry! We must have the wrong contact. Innocent: It's okay. Goodbye.",polite,wrong,0
"Innocent: Hello. Suspect: Hello, this is a call from the hospital. We have a patient here who is asking for you. Innocent: Who is it? Suspect: They won't give their name, but they say you're their next of kin. Innocent: I don't know anyone like that. This is a wrong number. Suspect: Okay, I'll let them know. Goodbye.",confused,service,0
"Innocent: Hello. Suspect: Hey, this is Mike from the restaurant. Your order is ready for pickup. Innocent: I didn't order anything. Suspect: You did, through our app. Is this Mr. Johnson? Innocent: Yes, but I didn't order. Suspect: Hmm. Maybe someone ordered for you. Innocent: I don't think so. You have the wrong person. Suspect: I'll cancel the order. Sorry.",confused,service,0
"Innocent: Hello. Suspect: Hello, this is Rachel from the art gallery. We're having a private viewing event and you're invited. Innocent: I'm not an art collector. Suspect: We have you on our mailing list. Are you not interested? Innocent: I didn't say I wasn't interested. It just caught me off guard. Can you send me the details? Suspect: Of course. I'll email them to you. Innocent: Thank you. Goodbye.",polite,event,0
"Innocent: Hello. Suspect: Hello, Mrs. Smith. This is a call from the veterinary clinic. It's time for your dog's annual check-up. Innocent: I don't have a dog. Suspect: Oh, I'm sorry. Our records must be old. I'll update them. Innocent: Thank you. Goodbye.",polite,service,0
"Innocent: Hello. Suspect: Hey, Sarah! It's Emily. Are we still meeting for coffee tomorrow? Innocent: I'm not Sarah. Wrong number. Suspect: Oh, I'm so sorry! I must have typed the wrong number. Innocent: It's okay. Goodbye.",distracted,wrong,0
"Innocent: Hello. Suspect: Hello, this is Alex from the insurance company. We need to ask you some questions about your policy. Innocent: I don't have a policy with you. Suspect: We have you as a new customer. Is this Mr. Lee? Innocent: No, it's not. Suspect: I must have the wrong number. I apologize. Innocent: That's fine. Goodbye.",polite,wrong,0
"Innocent: Hello. Suspect: Hello, is this Emily? My name is David. I'm calling from the school. Your child is sick and needs to be picked up. Innocent: I don't have children. You have the wrong number. Suspect: Oh, I'm so sorry! I must have the wrong contact. Innocent: Yes, you do. Goodbye.",distracted,wrong,0
"Innocent: Hello. Suspect: Hello, this is a call from the IRS. You owe back taxes and need to pay immediately. Innocent: The IRS doesn't call people. This is a scam. Suspect: It's a new procedure. You need to pay or face legal action. Innocent: I'm not falling for this. I'm reporting you to the real IRS. Goodbye.",skeptical,finance,0
"Innocent: Hello. Suspect: Hello, Mr. Johnson. This is your bank. We have detected some suspicious activity on your account. Innocent: Suspicious activity? What kind of activity? Suspect: There was an attempt to withdraw a large amount of money from an ATM in another state. Did you authorize this? Innocent: No, I didn't. I'm at home. Suspect: We've frozen your account to prevent further loss. We need to verify your identity to unfreeze it. Innocent: How do I know this isn't a scam? I'll call the bank's main number. Suspect: That's a good idea, sir. Please call the number on your card. Innocent: I will. Goodbye.",skeptical,finance,0
"Innocent: Hello. Suspect: Hello, this is a call from your cell phone provider. Your account is past due. Suspect: Please hold while I transfer you to our billing department. Innocent: Wait, I'm already late for a meeting. I'll call back later. Suspect: Sir, this is urgent. If you don't pay now, your service will be disconnected. Innocent: I'll call back. Goodbye.",distracted,utility,0
"Innocent: Hello. Suspect: Hello, Mrs. Wilson. This is a call from the florist. We have a delivery for you, but we need access to your building. Innocent: I'll come down and get it. Suspect: Great, we're at the front entrance. Innocent: I'll be right there. Goodbye.",trusting,delivery,0
"Innocent: Hello. Suspect: Hello, this is Alex from the roofing company. We're in your area and can fix your leaky roof today. Innocent: I don't have a leaky roof. Suspect: We have a special offer for your neighborhood. Innocent: I'm not interested. Goodbye.",aggressive,sales,0
"Innocent: Hello. Suspect: Hello, this is the local theater. We're calling about your season tickets. They'll be ready for pickup next week. Innocent: I don't have season tickets. Suspect: Are you sure? We have you on the list. Innocent: I'm sure. It must be a mistake. Suspect: I'll correct it. Goodbye.",confused,wrong,0
"Innocent: Hello. Suspect: Hi, this is Karen from the charity. We're collecting donations for the local shelter. Innocent: I already donate to another shelter. Suspect: That's great. We also take volunteer work if you're interested. Innocent: I might be interested. Can you send me more information? Suspect: Absolutely. I'll email you. Innocent: Thank you. Goodbye.",polite,charity,0
"Innocent: Hello. Suspect: Hey, this is Mike from the moving company. We're outside your house to pick up your furniture. Innocent: I'm not moving. This is a wrong number. Suspect: But we have a job scheduled for this address. Innocent: Not by me. You have the wrong number and the wrong house. Suspect: This is so strange. I'll double-check the address. Sorry. Innocent: It's okay. Goodbye.",confused,service,0
"Innocent: Hello. Suspect: Hello, this is a call from the credit union. We have a special loan offer for you. Innocent: I don't need a loan. Suspect: Even if it's a 0% APR offer? Innocent: 0% APR? That's interesting. Tell me more. Suspect: It's a limited-time offer for our members. Innocent: I'll come by the branch to discuss it. Suspect: Great, we look forward to seeing you. Innocent: Goodbye.",greedy,finance,0
"Innocent: Hello. Suspect: Hi, this is Rachel from the travel insurance company. We're calling about your policy renewal. Innocent: I don't have a policy with you. Suspect: We have a policy under your name. Is this Emily Johnson? Innocent: Yes, but I didn't buy travel insurance. Suspect: It might have been a free trial. It's expiring soon. Innocent: I don't want it. Please cancel it. Suspect: I'll process the cancellation. Goodbye.",confused,insurance,0
"Innocent: Hello. Suspect: Hello, this is a call from the newspaper. We have a special subscription offer. Innocent: I already have a subscription. Suspect: We have a new offer that's even better. Innocent: Send me the details by mail, and I'll consider it. Suspect: I'll do that. Thank you. Innocent: Goodbye.",polite,service,0
"Innocent: Hello. Suspect: Hello, is this Mr. Smith? My name is David. I'm calling about the car you're selling. Innocent: I'm not selling a car. Suspect: But we have a listing with your number. Innocent: That must be a mistake. I don't have a car for sale. Suspect: I'll remove the listing. Sorry for the confusion. Innocent: Thank you. Goodbye.",confused,sales,0
"Innocent: Hello. Suspect: Hello, this is a call from the local gym. We're offering a free trial membership. Innocent: I'm not interested. Suspect: It's completely free for a week. Innocent: I said no. Goodbye.",aggressive,sales,0
"Innocent: Hello. Suspect: Hello, this is Rachel from the dental office. We're calling to confirm your appointment for a cleaning. Innocent: I don't have a cleaning scheduled. Suspect: We have you down for next Thursday. Innocent: I think you have the wrong person. I just had a cleaning. Suspect: I'll double-check my records. Sorry for the mistake. Innocent: It's okay. Goodbye.",confused,appointment,0
"Innocent: Hello. Suspect: Hello, Mr. Lee. This is Karen from the phone company. We're upgrading our network and need to inform you about a planned outage. Innocent: When is the outage? Suspect: Tomorrow from 2 AM to 4 AM. Innocent: That's very early in the morning. I won't be affected. But thanks for letting me know. Suspect: You're welcome. Have a good day. Innocent: You too. Goodbye.",polite,utility,0
"Innocent: Hello. Suspect: Hello, is this Emily? My name is John. I'm calling from the computer repair shop. Your laptop is fixed. Innocent: I didn't bring a laptop in for repair. Suspect: We have a laptop here under your name. Innocent: That's not mine. You must have the wrong person. Suspect: I'm sorry. I'll check the name again. Goodbye.",confused,service,0
"Innocent: Hello. Suspect: Hello, this is a call from the library. A book you requested is available for pickup. Innocent: I didn't request any book. Suspect: We have a hold under your name. Is this Mr. Smith? Innocent: Yes, but I didn't request a book. It must be a mistake. Suspect: I'll cancel the hold. Goodbye.",confused,service,0
"Innocent: Hello. Suspect: Hello, this is a call from the student loan office. You need to update your repayment plan. Innocent: I already did that online. Suspect: We don't have the updated information in our system. Innocent: I'll log in and check it later. I'm busy right now. Suspect: Please do it soon to avoid any penalties. Innocent: I will. Goodbye.",distracted,finance,0
"Innocent: Hello. Suspect: Hello, this is Alex from the bank. We've noticed some unusual login attempts on your account. Innocent: What? No, I haven't tried to log in today. Suspect: We've frozen the account as a precaution. Innocent: Thank you. I'll call the bank's main line to verify this and reset my password. Suspect: That's the best course of action. Goodbye.",skeptical,finance,0
"Innocent: Hello. Suspect: Hello, this is a call from the DMV. Your driver's license is about to expire. Innocent: I just renewed it. Suspect: It seems we have different records. Can you confirm your date of birth? Innocent: I'm not giving that information over the phone. This sounds like a scam. Suspect: It's just to verify your identity, ma'am. Innocent: I'll go to the DMV website and check myself. Goodbye.",skeptical,service,0
"Innocent: Hello. Suspect: Hello, is this Mrs. Thompson? This is a call from the pharmacy. We have a prescription ready for you. Innocent: I didn't order a prescription. Suspect: It's from Dr. Evans. Innocent: Dr. Evans is not my doctor. This is a wrong number. Suspect: I'll remove this number from our records. Goodbye.",confused,service,0
"Innocent: Hello. Suspect: Hello, this is Karen from the local newspaper. We're offering a discount on our digital subscription. Innocent: I'll think about it. Can you call me back next week? Suspect: Of course. I'll call you next Monday. Innocent: Thank you. Goodbye.",distracted,service,0
"Innocent: Hello. Suspect: Hello, this is a call from the tax office. You have a refund waiting for you. Innocent: A refund? That's great! How much is it? Suspect: $500. We just need to verify your bank account details. Innocent: Wait, this sounds like a scam. The tax office doesn't call for this. I'll contact them directly. Suspect: As you wish, ma'am. But the offer expires today. Innocent: Goodbye.",skeptical,finance,0
